"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-01 16:00","2015","03","01","16:00","-4.6","","-7.5","","80","","","","19","","2","","","","101.55","","","","-5","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-01 17:00","2015","03","01","17:00","-4.5","","-7.3","","81","","","","22","","4","","","","101.47","","","","-6","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-01 18:00","2015","03","01","18:00","-4.2","","-6.1","","86","","","","22","","5","","","","101.41","","","","-6","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-01 19:00","2015","03","01","19:00","-3.9","","-5.9","","86","","","","23","","4","","","","101.37","","","","-6","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-01 20:00","2015","03","01","20:00","-3.5","","-6.7","","79","","","","27","","8","","","","101.31","","","","-7","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-01 21:00","2015","03","01","21:00","-3.8","","-8.2","","71","","","","29","","14","","","","101.30","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-01 22:00","2015","03","01","22:00","-4.6","","-9.5","","69","","","","29","","11","","","","101.27","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-01 23:00","2015","03","01","23:00","-5.4","","-9.8","","71","","","","27","","10","","","","101.25","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 00:00","2015","03","02","00:00","-5.7","","-10.2","","71","","","","26","","9","","","","101.24","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 01:00","2015","03","02","01:00","-5.7","","-9.9","","72","","","","27","","14","","","","101.26","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 02:00","2015","03","02","02:00","-6.0","","-8.6","","81","","","","28","","11","","","","101.23","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 03:00","2015","03","02","03:00","-5.6","","-8.6","","79","","","","27","","12","","","","101.20","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 04:00","2015","03","02","04:00","-5.7","","-8.6","","80","","","","28","","12","","","","101.17","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 05:00","2015","03","02","05:00","-5.7","","-8.6","","80","","","","27","","13","","","","101.20","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 06:00","2015","03","02","06:00","-5.9","","-9.0","","79","","","","28","","11","","","","101.28","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 07:00","2015","03","02","07:00","-5.6","","-8.9","","77","","","","28","","13","","","","101.35","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 08:00","2015","03","02","08:00","-5.0","","-8.2","","79","","","","28","","13","","","","101.49","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 09:00","2015","03","02","09:00","-3.6","","-9.6","","63","","","","29","","18","","","","101.56","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 10:00","2015","03","02","10:00","-3.1","","-9.5","","61","","","","29","","17","","","","101.62","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 11:00","2015","03","02","11:00","-2.9","","-10.6","","55","","","","29","","15","","","","101.68","","","","-8","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 12:00","2015","03","02","12:00","-2.7","","-10.4","","56","","","","28","","26","","","","101.76","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 13:00","2015","03","02","13:00","-2.3","","-11.0","","51","","","","29","","20","","","","101.76","","","","-8","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 14:00","2015","03","02","14:00","-2.7","","-12.8","","45","","","","29","","23","","","","101.82","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 15:00","2015","03","02","15:00","-2.7","","-14.7","","39","","","","29","","21","","","","101.90","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 16:00","2015","03","02","16:00","-3.0","","-14.3","","41","","","","29","","19","","","","102.00","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 17:00","2015","03","02","17:00","-3.4","","-13.1","","47","","","","31","","15","","","","102.03","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 18:00","2015","03","02","18:00","-4.0","","-12.6","","51","","","","31","","19","","","","102.10","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 19:00","2015","03","02","19:00","-4.6","","-12.4","","54","","","","32","","16","","","","102.18","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 20:00","2015","03","02","20:00","-5.0","","-12.3","","57","","","","31","","13","","","","102.19","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 21:00","2015","03","02","21:00","-5.8","","-12.4","","60","","","","27","","8","","","","102.20","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 22:00","2015","03","02","22:00","-5.9","","-12.6","","59","","","","27","","8","","","","102.16","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-02 23:00","2015","03","02","23:00","-6.6","","-12.1","","65","","","","27","","9","","","","102.18","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 00:00","2015","03","03","00:00","-6.8","","-12.0","","67","","","","27","","8","","","","102.13","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 01:00","2015","03","03","01:00","-7.6","","-12.0","","71","","","","28","","5","","","","102.03","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 02:00","2015","03","03","02:00","-8.4","","-12.5","","72","","","","28","","4","","","","102.05","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 03:00","2015","03","03","03:00","-8.4","","-12.9","","70","","","","28","","5","","","","101.95","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 04:00","2015","03","03","04:00","-8.7","","-13.0","","71","","","","29","","4","","","","101.94","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 05:00","2015","03","03","05:00","-8.8","","-13.0","","71","","","","28","","4","","","","101.94","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 06:00","2015","03","03","06:00","-8.4","","-12.4","","73","","","","28","","3","","","","101.88","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 07:00","2015","03","03","07:00","-8.1","","-11.3","","78","","","","34","","2","","","","101.78","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 08:00","2015","03","03","08:00","-5.5","","-9.1","","76","","","","18","","10","","","","101.61","","","","-10","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 09:00","2015","03","03","09:00","-4.9","","-9.1","","73","","","","17","","7","","","","101.59","","","","-8","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 10:00","2015","03","03","10:00","-4.8","","-9.4","","70","","","","17","","7","","","","101.46","","","","-8","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 11:00","2015","03","03","11:00","-4.5","","-11.1","","60","","","","17","","8","","","","101.26","","","","-8","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 12:00","2015","03","03","12:00","-5.8","","-7.9","","85","","","","18","","6","","","","101.06","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 13:00","2015","03","03","13:00","-5.8","","-7.5","","88","","","","14","","6","","","","100.74","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 14:00","2015","03","03","14:00","-5.6","","-7.0","","90","","","","14","","7","","","","100.42","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 15:00","2015","03","03","15:00","-5.0","","-6.2","","91","","","","12","","8","","","","100.10","","","","-9","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 16:00","2015","03","03","16:00","-4.2","","-5.4","","91","","","","11","","8","","","","99.84","","","","-8","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 17:00","2015","03","03","17:00","-3.6","","-4.8","","91","","","","10","","8","","","","99.59","","","","-7","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 18:00","2015","03","03","18:00","-3.0","","-3.9","","93","","","","10","","6","","","","99.37","","","","-5","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 19:00","2015","03","03","19:00","-2.5","","-3.3","","94","","","","9","","6","","","","99.29","","","","-5","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 20:00","2015","03","03","20:00","-2.0","","-2.7","","95","","","","4","","3","","","","99.30","","","","-3","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 21:00","2015","03","03","21:00","-1.5","","-2.1","","96","","","","32","","3","","","","99.32","","","","-3","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 22:00","2015","03","03","22:00","-0.7","","-1.3","","96","","","","33","","5","","","","99.37","","","","-2","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-03 23:00","2015","03","03","23:00","1.7","","-1.3","","80","","","","28","","19","","","","99.50","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 00:00","2015","03","04","00:00","1.4","","-2.0","","78","","","","27","","13","","","","99.57","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 01:00","2015","03","04","01:00","1.4","","-2.6","","75","","","","28","","18","","","","99.69","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 02:00","2015","03","04","02:00","1.1","","-3.3","","72","","","","28","","16","","","","99.77","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 03:00","2015","03","04","03:00","0.9","","-3.4","","73","","","","28","","14","","","","99.81","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 04:00","2015","03","04","04:00","0.7","","-3.7","","72","","","","28","","12","","","","99.85","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 05:00","2015","03","04","05:00","0.4","","-4.5","","70","","","","28","","18","","","","99.97","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 06:00","2015","03","04","06:00","-0.4","","-6.5","","64","","","","28","","16","","","","100.06","","","","-5","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 07:00","2015","03","04","07:00","-1.5","","-6.5","","69","","","","27","","10","","","","100.09","","","","-5","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 08:00","2015","03","04","08:00","-1.7","","-6.0","","73","","","","27","","11","","","","100.21","","","","-6","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 09:00","2015","03","04","09:00","-1.0","","-4.9","","75","","","","26","","13","","","","100.28","","","","-5","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 10:00","2015","03","04","10:00","-0.4","","-4.6","","73","","","","26","","14","","","","100.35","","","","-5","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 11:00","2015","03","04","11:00","0.1","","-5.3","","67","","","","27","","16","","","","100.34","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 12:00","2015","03","04","12:00","0.4","","-5.8","","63","","","","28","","16","","","","100.30","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 13:00","2015","03","04","13:00","0.5","","-6.5","","60","","","","28","","17","","","","100.32","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 14:00","2015","03","04","14:00","0.4","","-5.7","","63","","","","29","","17","","","","100.33","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 15:00","2015","03","04","15:00","0.2","","-6.2","","62","","","","29","","15","","","","100.35","","","","","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 16:00","2015","03","04","16:00","-0.6","","-6.4","","65","","","","31","","11","","","","100.42","","","","-4","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 17:00","2015","03","04","17:00","-1.0","","-7.1","","63","","","","31","","9","","","","100.41","","","","-4","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 18:00","2015","03","04","18:00","-1.3","","-7.9","","61","","","","31","","11","","","","100.50","","","","-5","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 19:00","2015","03","04","19:00","-1.9","","-8.3","","61","","","","31","","13","","","","100.58","","","","-6","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 20:00","2015","03","04","20:00","-2.3","","-8.5","","62","","","","33","","10","","","","100.62","","","","-6","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 21:00","2015","03","04","21:00","-3.1","","-9.4","","62","","","","34","","11","","","","100.75","","","","-7","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 22:00","2015","03","04","22:00","-5.6","","-10.1","","70","","","","1","","12","","","","100.85","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-04 23:00","2015","03","04","23:00","-7.2","","-12.9","","64","","","","34","","21","","","","101.08","","","","-15","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 00:00","2015","03","05","00:00","-8.5","","-13.2","","69","","","","36","","16","","","","101.24","","","","-15","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 01:00","2015","03","05","01:00","-10.1","","-15.8","","63","","","","34","","16","","","","101.31","","","","-17","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 02:00","2015","03","05","02:00","-10.6","","-16.3","","63","","","","33","","18","","","","101.49","","","","-18","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 03:00","2015","03","05","03:00","-11.3","","-20.8","","45","","","","32","","18","","","","101.57","","","","-19","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 04:00","2015","03","05","04:00","-12.8","","-21.5","","48","","","","32","","19","","","","101.57","","","","-21","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 05:00","2015","03","05","05:00","-13.6","","-20.7","","55","","","","33","","14","","","","101.69","","","","-21","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 06:00","2015","03","05","06:00","-14.1","","-20.5","","59","","","","35","","10","","","","101.77","","","","-20","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 07:00","2015","03","05","07:00","-14.2","","-20.2","","60","","","","35","","11","","","","101.75","","","","-21","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 08:00","2015","03","05","08:00","-14.5","","-20.2","","62","","","","34","","12","","","","101.80","","","","-21","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 09:00","2015","03","05","09:00","-14.3","","-20.0","","62","","","","34","","15","","","","101.83","","","","-22","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 10:00","2015","03","05","10:00","-12.8","","-19.2","","59","","","","36","","17","","","","101.82","","","","-21","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 11:00","2015","03","05","11:00","-11.4","","-18.0","","58","","","","35","","11","","","","101.95","","","","-17","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 12:00","2015","03","05","12:00","-11.2","","-18.6","","55","","","","34","","11","","","","101.88","","","","-17","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 13:00","2015","03","05","13:00","-10.3","","-18.7","","50","","","","36","","10","","","","101.93","","","","-16","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 14:00","2015","03","05","14:00","-9.9","","-18.4","","50","","","","34","","11","","","","101.90","","","","-15","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 15:00","2015","03","05","15:00","-9.4","","-18.8","","46","","","","1","","13","","","","101.88","","","","-15","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 16:00","2015","03","05","16:00","-9.2","","-19.7","","42","","","","35","","11","","","","101.94","","","","-15","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 17:00","2015","03","05","17:00","-9.1","","-19.6","","42","","","","36","","6","","","","101.99","","","","-12","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 18:00","2015","03","05","18:00","-10.2","","-19.4","","47","","","","2","","9","","","","102.04","","","","-15","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 19:00","2015","03","05","19:00","-11.3","","-19.9","","49","","","","1","","12","","","","102.17","","","","-17","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 20:00","2015","03","05","20:00","-12.3","","-20.9","","49","","","","3","","6","","","","102.25","","","","-16","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 21:00","2015","03","05","21:00","-11.7","","-20.4","","48","","","","31","","10","","","","102.33","","","","-17","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 22:00","2015","03","05","22:00","-12.1","","-19.7","","53","","","","31","","14","","","","102.41","","","","-19","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-05 23:00","2015","03","05","23:00","-12.9","","-19.3","","58","","","","31","","6","","","","102.44","","","","-17","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 00:00","2015","03","06","00:00","-12.9","","-18.9","","61","","","","27","","11","","","","102.42","","","","-19","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 01:00","2015","03","06","01:00","-13.1","","-18.5","","64","","","","28","","10","","","","102.40","","","","-19","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 02:00","2015","03","06","02:00","-13.7","","-18.6","","67","","","","26","","10","","","","102.43","","","","-20","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 03:00","2015","03","06","03:00","-13.9","","-18.5","","68","","","","27","","8","","","","102.41","","","","-19","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 04:00","2015","03","06","04:00","-13.9","","-18.5","","68","","","","26","","9","","","","102.38","","","","-20","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 05:00","2015","03","06","05:00","-14.0","","-18.2","","71","","","","26","","8","","","","102.37","","","","-19","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 06:00","2015","03","06","06:00","-13.9","","-19.3","","64","","","","27","","10","","","","102.43","","","","-20","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 07:00","2015","03","06","07:00","-13.7","","-19.2","","63","","","","28","","13","","","","102.41","","","","-21","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 08:00","2015","03","06","08:00","-12.3","","-17.6","","65","","","","28","","17","","","","102.43","","","","-20","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 09:00","2015","03","06","09:00","-10.7","","-16.0","","65","","","","27","","16","","","","102.41","","","","-18","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 10:00","2015","03","06","10:00","-9.3","","-14.7","","65","","","","26","","15","","","","102.37","","","","-16","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 11:00","2015","03","06","11:00","-7.9","","-13.7","","63","","","","22","","13","","","","102.33","","","","-14","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 12:00","2015","03","06","12:00","-7.0","","-13.6","","59","","","","21","","15","","","","102.27","","","","-13","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 13:00","2015","03","06","13:00","-6.0","","-12.7","","59","","","","23","","16","","","","102.13","","","","-12","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 14:00","2015","03","06","14:00","-5.4","","-12.3","","58","","","","24","","18","","","","102.02","","","","-12","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 15:00","2015","03","06","15:00","-5.2","","-11.7","","60","","","","21","","14","","","","101.87","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 16:00","2015","03","06","16:00","-4.8","","-12.4","","55","","","","23","","18","","","","101.80","","","","-11","","NA"
"-79.35","43.64","PA ROYAL CANADIAN YACHT CLUB","6156171","2015-03-06 17:00","2015","03","06","17:00","-5.2","","-12.5","","56","","","","23","","17","","","","101.68","","","","-11","","NA"
